,Date,Likert_algorithms:Ik_weet_waar_en_hoe_vaak_een_alg,Likert_algorithms:Ik_kan_herkennen_wanneer_NU_nl_e,Likert_algorithms:Ik_begrijp_waarom_bepaalde_artik,Likert_algorithms:De_selectie_van_nieuwsartikelen_,Likert_algorithms:Ik_denk_dat_het_personalisatie-a,text,text1,Likert_transparentie:Het_is_voor_mij_belangrijk_om_te,Likert_transparentie:Ik_wil_graag_meer_inzicht_krijge,Likert_transparentie:Ik_wil_graag_weten_welke_gegeven,Likert_transparentie:Ik_wil_graag_begrijpen_met_welk_,Likert_transparentie:Ik_vind_dat_NU_nl_duidelijker_zo,Hoe_kun_je_herkennen_of_een_nieu,Likert_controle:Ik_wil_graag_de_mogelijkheid_heb,Likert_controle:Ik_vind_het_belangrijk_dat_ik_op,Likert_controle:Ik_vind_het_belangrijk_om_aan_te,Likert_controle:Ik_vind_het_belangrijk_om_mijn_v,Likert_controle:Ik_vind_het_belangrijk_dat_ik_ka,In_welke_situaties_zou_je_ervoor,Likert_personalisatie_curatie:Ik_vind_dat_algoritmes_mij_helpe,Likert_personalisatie_curatie:Ik_geef_de_voorkeur_aan_aanbevel,Likert_personalisatie_curatie:Ik_denk_dat_een_algoritme_beter_,Likert_personalisatie_curatie:Ik_geloof_dat_aanbevelingen_door,Likert_personalisatie_curatie:Ik_waardeer_dat_algoritmes_mij_m,Likert_curatie_concerns:Ik_ben_bezorgd_dat_algoritmes_er,Likert_curatie_concerns:Ik_vind_het_belangrijk_dat_mense,Likert_curatie_concerns:Ik_vertrouw_aanbevelingen_van_ee,Likert_curatie_concerns:Algoritmes_zijn_te_beperkt_om_te,Hoe_belangrijk_vind_je_personali,Hoe_vaak_klik_je_op_nieuwsartike,Hoe_vaak_blijf_je_ingelogd_op_NU,Hoeveel_tijd_besteed_je_gemiddel,Heb_je_toestemming_gegeven_voor_,Welke_cookies_heb_je_geaccepteer,Wat_is_jouw_leeftijd_,Geef_aan_op_een_schaal_van_1_tot:Ik_ben_bezorgd_dat_algoritmes_er,Geef_aan_op_een_schaal_van_1_tot:Ik_vind_het_belangrijk_dat_mense,Geef_aan_op_een_schaal_van_1_tot:Ik_vertrouw_aanbevelingen_van_ee,Geef_aan_op_een_schaal_van_1_tot:Algoritmes_zijn_te_beperkt_om_te,Geef_aan_op_een_schaal_van_1_tot:Ik_denk_dat_menselijke_redacteur,URL,Location,Total Time,Device type,Browser,System,IP
825,2024-11-04 11:46:41,1,1,1,1,1,Over de hele website,Naar wat ik eerder heb gekeken,1,1,1,1,1,nee,5,5,5,5,5,Ik lees (bijna) alles.,1,5,1,1,1,,,,,-,1,Ik_ben_altijd_ingelogd,30_tot_60_minuten,Ja,Alleen_noodzakelijke_cookies,58,1,1,1,1,1,,,194s,Desktop,Chrome 0.0.0,Win10,
826,2024-11-04 11:45:15,3,4,4,3,4,Voorgesteld voor jou (of zo iets),Ik denk dat het is gebaseerd op wat voor type nieuwsberichten ik vaker bekijk,2,1,2,2,2,Dat kan ik zonder te kijken niet zeggen,5,4,5,4,4,Als iemand anders mijn telefoon gebruikt om nieuws te lezen,4,3,3,4,5,,,,,Wellicht lees ik te weinig wereld nieuws als er puur naar mijn algoritme gekeken wordt. Als dit steeds versterkt wordt dan lees ik alleen nog PSV of muziek of wintersport gerelateerde berichten en weet ik nog,5,Ik_ben_altijd_ingelogd,5_tot_15_minuten,Ja,Cookies_voor_personalisatie_van_,45,2,5,4,4,4,,,442s,Mobile Phone,Safari 17.7.0,iOS,
827,2024-11-04 11:43:15,3,1,3,3,3,Weet ik niet zeker maar daarnaast kan op alles ingezet worden.,Door bepaalde feedback door web site geheugen automatisch te activeren en het kan ook gecodeerd werken met dezelfde personalisaties.,3,3,3,3,3,Ervaring met de web site wat verder opgebouwd is en goede herkenningspunten.,3,3,3,3,3,"In geval van te veel personalisatie is het mij niet meer leuk,",3,3,3,3,4,,,,,Personalisatie typeert de persoon en ook daarnaast zijn keuzes want keuzes van personen kunnen veranderen soms door veranderende stemmingen.,3,Ik_log_nooit_in_op_NU_nl,5_tot_15_minuten,Ja,Alle_cookies_inclusief_marketing,51,3,3,3,3,2,,,921s,Mobile Phone,Chrome Mobile iOS 0.0.0,iOS,
828,2024-11-04 11:41:30,4,3,4,2,3,Ik wist niet dat dat gebruikt werd,Ik wil graag alles lezen en zelf een selectie maken en niet dat dit voor mij beslist wordt,5,5,5,5,5,Geen idee,5,5,2,2,5,"Altijd, ik wil zelf kiezen",1,1,1,2,1,,,,,Liever geen personalisatie,3,Ik_blijf_meestal_ingelogd_tijden,5_tot_15_minuten,Ja,Alleen_noodzakelijke_cookies,45,5,5,5,5,5,,,325s,Mobile Phone,Safari 17.6.0,iOS,
829,2024-11-04 11:39:51,1,1,3,3,3,Geen idee,"Nee, ik zie alleen het resultaat",4,5,5,5,5,Heb ik weinig zicht op,5,5,5,5,5,Daar zal ik al doende achter komen,3,3,3,3,3,,,,,Nee,5,Ik_log_alleen_in_wanneer_het_nod,15_tot_30_minuten,Ja,Alle_cookies_inclusief_marketing,85,2,5,4,4,5,,,610s,Mobile Phone,Samsung Browser 26.0.0,Android,
830,2024-11-04 11:36:28,3,2,3,4,4,Geen idee,Geen idee,5,5,5,5,5,Geen idee,4,5,5,5,5,Soms om verschil uit te proberen,3,2,2,2,2,,,,,"Liever niet, geen voorbeeld",5,Ik_ben_altijd_ingelogd,5_tot_15_minuten,Weet_ik_niet,,64,5,5,4,5,4,,,264s,Mobile Phone,Safari 17.6.0,iOS,
831,2024-11-04 11:33:11,2,3,1,5,5,Overal. Vreselijk !!!!!!,"Als ik vaker bepaalde onderwerpen bekijk, krijg ik die steeds vaker voorgeschoteld. Ik heb niet meer een vrije keuze tussen zoet of zuur.",5,5,5,5,5,"Geen idee. Ook de redactie of beter de moderator oordeelt op zijn voorkeuren. Dat zou niet mogen. Kap reageren op een reactie na 2x af. Zeer irritant, dat gesteggel.",5,5,5,5,5,"Ik wil breed georiënteerd blijven. Als ik iets over de verkiezingen lees, betekend dat niet dat ik bij voorkeur daarover geïnformeerd wil worden. Daarvoor kies ik graag zelf wel of niet.",4,2,3,2,4,,,,,Het is belangrijk omdat je zo een tunnelvisie ontwikkeld en dat is zeer gevaarlijk.  Veel Trump maakt dat ik me er erg druk om ga maken. Mijn objectief denken wordt beïnvloed. Duidelijk dat ik daarom vind dat het wereldwijd verboden zou moeten worden. Elon Musk met zijn rommel voorop!,4,Ik_ben_altijd_ingelogd,Meer_dan_60_minuten,Weet_ik_niet,,71,5,5,4,5,5,,,1055s,Mobile Phone,Samsung Browser 26.0.0,Android,
832,2024-11-04 11:30:49,2,2,1,1,1,Artikelen,"Op basis van cookies en eerdere kliks wordt het surf gedrag bijgehouden, en waar je klikt op de site, hoe lang je de pagina bezoekt",5,5,5,5,5,Niet,1,5,1,1,1,"Ik wil objectief nieuws, geen gepersonaliseerd nieuws",1,1,1,1,1,,,,,Niet,3,Ik_log_nooit_in_op_NU_nl,5_tot_15_minuten,Ja,Alleen_noodzakelijke_cookies,46,5,5,3,3,1,,,365s,Mobile Phone,Chrome Mobile 0.0.0,Android,
833,2024-11-04 11:30:35,1,1,1,1,1,Niet,Geen idee,1,4,4,5,5,Niet,1,1,1,1,1,Altijd uit….elk nieuws is belangrijk. Al zou ik de inhoud niet lezen dan lees ik de kop wel.,1,1,1,1,1,,,,,Ik heb geen idee of ik hier al reeds mee te maken heb.,1,Ik_log_alleen_in_wanneer_het_nod,Meer_dan_60_minuten,Ja,Alleen_noodzakelijke_cookies,72 jaar,5,5,5,4,5,,,636s,Desktop,Safari 17.6.0,MacOSX,
834,2024-11-04 11:29:34,3,3,4,3,4,Artikelen en advertenties,Selectie van artikelen anders dan in deel Algemeen,5,5,5,5,5,Geen idee,5,5,4,4,5,Het is belangrijk breed georiënteerd te zijn en blijven. Personalisatie bevordert tunnel visie,3,3,2,2,3,,,,,"Het hangt af welk nieuws. Sport, tech. etc. kan persoonlijk, maar Algemeen en Politiek is een mix aan nieuws belangrijk",4,Ik_ben_altijd_ingelogd,30_tot_60_minuten,Ja,Alleen_noodzakelijke_cookies,59,5,3,3,4,5,,,533s,Mobile Phone,Chrome Mobile 0.0.0,Android,
835,2024-11-04 11:27:47,2,3,1,3,4,Nieuwsoverzicht,Aanbevelingen op basis van gebruik,5,4,5,4,4,Veel soortgelijk nieuws op de homepage,4,4,5,3,4,Er is nieuws dat ik liever niet zou zien. Dierenleed is daar een voorbeeld van. Zulke ellende kan ik de rest van de dag last van hebben.,3,2,3,2,4,,,,,"Gedeeltelijk belangrijk. Aan de ene kant zie je nieuws dat in je interessegebied ligt, maar ik denk dat het belangrijk is dat er altijd een gedeelte nieuws op de pagina staat die door mensen op de redactie geselecteerd is om balans te houden tussen interessant en actueel nieuws.",4,Ik_log_alleen_in_wanneer_het_nod,5_tot_15_minuten,Weet_ik_niet,,34,4,5,4,4,5,,,709s,Mobile Phone,Chrome Mobile iOS 0.0.0,iOS,
836,2024-11-04 11:26:31,1,1,1,1,1,Geen flauw idee,Nee,5,5,5,5,5,Weet niet,5,5,5,5,5,Als ik geen  interesse meer heb in een bepaald onderwerp,3,3,3,1,3,,,,,Niet belangrijk. Bovendien zit je zo nog meer op sociale media,4,Ik_log_alleen_in_wanneer_het_nod,15_tot_30_minuten,Ja,Alle_cookies_inclusief_marketing,56,5,1,3,4,1,,,431s,Mobile Phone,Samsung Browser 26.0.0,Android,
837,2024-11-04 11:23:37,2,2,2,4,2,Hoofdpagina,Delen van nieuws items gelinked aan persoonlijke voorkeuren en historisch surf gedrag,3,4,5,4,4,Geen idee,5,5,5,5,5,"Bij belangrijke maatschappelijke gebeurtenissen, of, om een bredere kijk/interesse te voeden.",3,2,4,4,4,,,,,Redelijk belangrijk om te zorgen dat ik door de bomen het bos niet meer zie.,3,Ik_ben_altijd_ingelogd,15_tot_30_minuten,Ja,Alle_cookies_inclusief_marketing,59,3,4,3,3,3,,,1007s,Mobile Phone,Chrome Mobile 0.0.0,Android,
838,2024-11-04 11:22:31,1,1,2,1,1,Ik weet het niet,Ik weet het niet,3,3,3,3,3,Ik weet het niet,4,4,4,4,3,Als mijn privacy in gevaar komt.,2,1,1,2,1,,,,,Ik weet het niet,1,Ik_log_alleen_in_wanneer_het_nod,15_tot_30_minuten,Weet_ik_niet,,66,1,3,3,3,3,,,295s,Mobile Phone,Chrome Mobile iOS 0.0.0,iOS,
839,2024-11-04 11:20:47,2,2,3,2,1,Aanbevolen artikelen,Ik kan gokken maar dat doe ik niet,4,4,2,2,4,"Geen idee, lijkt mij onmogelijk",2,5,2,2,2,Eigenlijk altijd. Je komt dan in een soort filter bubbel terecht en dat wil ik niet. Ik wil hoogstens de rubriek volgorde aanpassen,1,1,1,1,1,,,,,"Ik heb een tijdje blendle gehad, maar ik vind het maar niks. Daar kreeg je ook door een algoritme een selectie aangeboden. Ik vond het niks. Je hebt er geen controle over, je raakt in een bubbel, heel veel dezelfde artikelen en ook een oneindigheid aan artikelen",1,Ik_log_nooit_in_op_NU_nl,5_tot_15_minuten,Ja,Alle_cookies_inclusief_marketing,35,3,4,4,3,4,,,875s,Mobile Phone,Safari 18.0.1,iOS,
840,2024-11-04 11:15:11,1,1,1,1,1,Geen idee,Nee,5,5,5,5,5,Geen idee,4,5,4,4,5,Geen idee,3,1,3,3,3,,,,,3,3,Ik_log_nooit_in_op_NU_nl,5_tot_15_minuten,Nee,,70,5,5,5,5,5,,,198s,Desktop,Safari 17.7.0,MacOSX,
841,2024-11-04 11:12:04,4,3,4,2,4,Alles,Nee,3,5,5,5,5,Nee,5,5,4,5,5,Oninteressante onderwerpen,4,3,3,4,4,,,,,3,4,Ik_blijf_meestal_ingelogd_tijden,15_tot_30_minuten,Ja,Cookies_voor_personalisatie_van_,69,4,5,4,2,4,,,374s,Mobile Phone,Chrome Mobile 0.0.0,Android,
842,2024-11-04 11:11:16,2,2,3,3,3,Geen idee,Op basis van opgegeven voorkeuren en op basis van klikgedrag nieuwsberichten?,5,4,4,4,4,Nee,4,4,3,3,4,Om de nieuwsberichten “open” te houden. Door personalisatie mis ik mischien berichten of zijn de berichten mischien te eenzijdig hierdoor.,3,3,3,3,3,,,,,Liever in kopjes/categorieen dan personalisatie,3,Ik_ben_altijd_ingelogd,15_tot_30_minuten,Ja,Cookies_voor_personalisatie_van_,48,4,4,4,5,4,,,767s,Mobile Phone,Safari 18.0.1,iOS,
843,2024-11-04 11:11:04,1,1,1,1,1,Ik denk dat er geen algoritme wordt gebruikt. Het nieuwsaanbod is in grote lijnen hetzelfde als op nos.nl. Soms is er wel een reclame voor iets waar ik op gezocht heb maar vaak ook niet.,Misschien dat er andere aanbevolen artikelen verschijnen maar ik let voor mijn gevoel niet op de aanbevolen artikelen.,1,1,1,1,1,Misschien dat als het door een algoritme is gedaan er geen t ontbreekt bij sommige woorden zoals bij 'geplaats' in deze vraag.,1,5,3,1,3,"Ik hou helemaal niet van personalisatie m.b.t. nieuws. Daar wordt je bekrompen en kortzichtig van. Maar het zou lekker zijn om nieuws over sport niet meer te zien.  Ik denk alleen dat het beter is om al het nieuws te zien, maar sport nieuws zou ik toch uitzetten.",1,1,1,1,1,,,,,Ik weet niet wanneer het gepersonaliseerd is en wanneer niet. Ik heb long covid. Maar de artikelen erover lijken me niet gepersonaliseerd maar als dat wel zo is dan heeft zo'n artikel me doen overwegen om me aan te melden bij een expertise centrum.,1,Ik_log_nooit_in_op_NU_nl,Minder_dan_5_minuten,Ja,Alle_cookies_inclusief_marketing,49,5,5,5,5,5,,,1066s,Mobile Phone,Chrome Mobile 0.0.0,Android,
844,2024-11-04 11:07:55,1,1,2,1,1,geen idee,geen idee,5,5,5,5,5,geen idee,5,5,5,5,5,"shownieuws, geen interesse in pulp.",3,2,2,2,3,,,,,nee,4,Ik_log_alleen_in_wanneer_het_nod,5_tot_15_minuten,Nee,,73,3,5,5,5,5,,,503s,Mobile Phone,Safari 17.6.0,iOS,
845,2024-11-04 11:07:39,1,1,3,2,1,Om mij bepaalde categorie berichten aan te bieden ????????,Ik klik op bepaalde berichten en nu.nl neemt DUS aan dat verwante berichten mij ook wel zouden interesseren. Of dat zo werkt weet ik niet. Ik kan het ook niet herkennen/vaststellen.,5,5,5,5,5,"Dat weet ik niet, maar zou het graag wel willen weten.",5,5,5,5,5,Lastige vraag. Bij personalisatie weet je niet welk nieuws je NIET ontvangt.,3,3,3,3,3,,,,,"Ik weet niet hoe algoritmes werken. Ik weet ook niet wat de redactie mij wel of niet laat zien. Kortom : ik weet niet of wat ik wel lees, überhaupt volledig is. Laat staan of het klopt (en geen fake news is). Of personalisatie mij kan helpen weet ik ook nog steeds niet.",2,Ik_log_alleen_in_wanneer_het_nod,Minder_dan_5_minuten,Weet_ik_niet,,62,5,3,3,3,3,,,904s,Mobile Phone,Chrome Mobile 0.0.0,Android,
846,2024-11-04 11:07:35,2,1,5,2,2,Advertentie,Nee,5,5,5,5,5,Geen idee,5,5,1,5,5,Bepaalde gebeurtenissen,1,1,1,3,1,,,,,Onbelangrijk,3,Ik_log_nooit_in_op_NU_nl,5_tot_15_minuten,Weet_ik_niet,,63,5,5,5,5,5,,,281s,Mobile Phone,Safari 17.6.0,iOS,
847,2024-11-04 11:05:51,1,1,1,1,1,Geen idee. Had niet doordat ik een selectie te zien kreeg.,Weet niet hoe het in dit geval werkt. Zou het ook slecht vinden als nieuws wordt aangeboden op voorkeuren. Liever een lange lijst waaruit ik kies wat ik verder wil bekijken dan een korte waarvan een algoritme denkt dat het mij boeit.,4,4,5,4,5,Geen idee,4,5,2,4,5,"Meestal, omdat ik niet kan voorspellen of ik nieuws zou willen hebben of niett",3,3,3,3,3,,,,,Niet,2,Ik_ben_altijd_ingelogd,15_tot_30_minuten,Weet_ik_niet,,50,4,3,2,2,4,,,561s,Mobile Phone,Samsung Browser 26.0.0,Android,
848,2024-11-04 11:01:10,1,2,4,4,4,In de artikelen op de voorpagina en bij de voorgestelde artikelen,"Je krijgt artikelen te zien wasrvannu.nl denk dat jij ze interessant vind, deze info halen ze bijv. Uit je zoekgeschiedenis of uit de artikelen die je meestal uitleest.",1,1,1,1,3,Geen isee,3,5,3,3,5,Ik zou het veelal willen uitschakelen omdat soms nieuws erg belangrijk is omdat het bijv veel impact heeft op de wereld.,4,3,4,2,4,,,,,-,4,Ik_ben_altijd_ingelogd,5_tot_15_minuten,Weet_ik_niet,,35,5,4,3,1,3,,,468s,Mobile Phone,Safari 17.6.0,iOS,
849,2024-11-04 10:59:09,3,4,4,4,4,"""voor jou"" aanbeveling",Door bij te houden welke artiekelen ik lees,3,3,3,3,2,AI? Herken ik meestal door wollig taalgebruik,5,5,5,5,5,"Verschillende politieke voorkeuren, of gebeurtenissen welke traumas opwakkeren",4,2,2,4,4,,,,,Een nieuws artikel volledig buiten mijn gebruikelijke nieuws verbreed mijn inzicht,3,Ik_log_nooit_in_op_NU_nl,30_tot_60_minuten,Ja,Cookies_voor_personalisatie_van_,56,2,4,3,2,4,,,547s,Mobile Phone,Chrome Mobile 0.0.0,Android,
850,2024-11-04 10:56:28,1,1,2,3,3,?????,?????,1,1,1,1,3,????,5,5,5,5,5,?????,1,5,1,1,1,,,,,Heel belangrijk!,3,Ik_log_nooit_in_op_NU_nl,30_tot_60_minuten,Nee,,84,1,5,5,5,5,,,260s,Mobile Phone,Chrome Mobile 0.0.0,Android,
851,2024-11-04 10:55:21,2,2,3,1,2,Reclames,"Er wordt gekeken op welke artikelen ik klik, en daar worden reclames op aangepast",5,5,5,5,5,Niet,5,5,1,1,5,"Geen, het is belangrijk om van al het nieuws op de hoogte te zijn",1,1,1,1,1,,,,,"Met aanbevelingen stuur je de informatie stroom welke de lezer gebruikt om zijn mening te vormen. Met algoritmes kan je het gedachtegoed van mensen naar een bepaald spectrum sturen. Dit gebeurd al bij facebook, instagram en twitter. Dit maakt de samenleving kapot.",3,Ik_log_nooit_in_op_NU_nl,15_tot_30_minuten,Ja,Alleen_noodzakelijke_cookies,33,5,5,5,1,5,,,343s,Mobile Phone,Chrome Mobile 0.0.0,Android,
852,2024-11-04 10:52:12,3,4,4,3,4,Reclames. Kleinere onderwerpen,Onderwerpen die mij zouden kunnen interesseren sneller tonen,5,5,4,5,5,Weet ik niet,5,5,2,4,5,Als ik het gevoel krijg in een echoput te zitten,3,2,2,3,2,,,,,Niet zo heel erg. Geen voorbeeld,3,Ik_log_alleen_in_wanneer_het_nod,5_tot_15_minuten,Ja,Alle_cookies_inclusief_marketing,69,4,4,3,4,4,,,4258s,Mobile Phone,Safari 18.0.1,iOS,
853,2024-11-04 10:51:36,1,2,3,3,3,Bijna overal.,"Door de cookies op mijn telefoon en de artikelen die ik aanklik krijg ik meer van hetzelfde te zien. Of juist iets heel anders, want dat kan ook.",4,5,5,5,5,Weet ik niet,3,5,1,3,5,Meestal. Ik wil verrast en uitgedaagd worden. Ik kan altijd nog besluiten om het artikel niet te lezen.,1,1,2,1,1,,,,,Onbelangrijk. Ik bepaal liever zelf wat ik lees.,3,Ik_blijf_meestal_ingelogd_tijden,15_tot_30_minuten,Nee,,66,5,5,5,3,4,,,945s,Mobile Phone,Safari 18.0.1,iOS,
854,2024-11-04 10:50:26,4,3,5,1,1,Advertenties,"Het werkt alleen voor advertenties door big data te gebruiken, de nieuwsberichten zijn niet persoonlijk",4,4,4,1,2,"Advertenties hebben geen nujij optie, advertenties zijn niet objectief en prijzen 1 dienst of product of bedrijf positiefaan",5,3,5,5,4,"Sport en roddel interesseert mij niet, die wil ik uit kunnen schakelen",2,4,5,5,5,,,,,Nee,1,Ik_ben_altijd_ingelogd,30_tot_60_minuten,Ja,Alle_cookies_inclusief_marketing,53,1,1,1,2,3,,,513s,Mobile Phone,Chrome Mobile 0.0.0,Android,
855,2024-11-04 10:46:15,2,2,4,2,2,"Geen idee, sport onzin?",Weet ik niet,5,5,5,5,5,Geen idee,5,5,5,5,5,"Politiek, oorlog, wil can verschillende kanten info",3,2,4,1,2,,,,,Kan er nu niet op komen,2,Ik_log_nooit_in_op_NU_nl,15_tot_30_minuten,Weet_ik_niet,,49,5,5,5,5,5,,,288s,Mobile Phone,Chrome Mobile 0.0.0,Android,
856,2024-11-04 10:45:37,1,3,5,5,4,Op de artikelen die je leest,Cookies op je telefoon,5,5,5,5,5,Geen idee,5,5,5,5,5,Nieuws dat mij ook in gevaar kan brengen. Denk aan extremisten,5,3,3,5,5,,,,,Belangrijk want dan krijg je minder ballast,4,Ik_log_alleen_in_wanneer_het_nod,5_tot_15_minuten,Ja,Alle_cookies_inclusief_marketing,66,3,3,3,3,3,,,428s,Mobile Phone,Chrome Mobile 0.0.0,Android,
857,2024-11-04 10:43:57,1,1,3,2,2,Weet ik niet,Weet ik niet,5,5,5,5,5,Weet ik niet,4,5,4,4,5,Voorkomen dat je in je eigen mieuwsbubbel raakt,3,4,2,2,3,,,,,Niet heel belangrijk,3,Ik_log_alleen_in_wanneer_het_nod,5_tot_15_minuten,Nee,,64,5,5,4,4,4,,,395s,Mobile Phone,Chrome Mobile 0.0.0,Android,
858,2024-11-04 10:43:42,1,3,4,4,4,geen idee.,Op basis van mijn klik gedrag wordt een profiel van mij gemaakt en op basis van dit profiel interessante artikelen (en advertenties) worden getoond.,5,4,5,5,5,Geen idee.,5,4,2,3,4,Onderwerpen die ik als niet interessant of storend ervaar.,3,3,3,4,4,,,,,Redelijk belangrijk. Geen idee.,4,Ik_ben_altijd_ingelogd,15_tot_30_minuten,Ja,Cookies_voor_personalisatie_van_,58,3,3,3,3,4,,,460s,Desktop,Safari 18.0.1,MacOSX,
859,2024-11-04 10:39:48,1,1,1,4,3,?,Op basis van mijn interesse in bepaalde nieuwsartikelen wordt er een profiel samengesteld om reclame boodschappen aan mij te tonen,3,5,5,4,5,?,5,5,1,4,5,Bij belangwekkende gebeurtenissen zoals verkiezingen,4,3,5,3,4,,,,,Belangrijk,4,Ik_blijf_meestal_ingelogd_tijden,15_tot_30_minuten,Ja,Alle_cookies_inclusief_marketing,62,4,5,3,2,3,,,296s,Desktop,Safari 18.1.0,MacOSX,
860,2024-11-04 10:39:24,3,3,2,2,3,Op de hele website,Personalisatie is in mijn ogen een voorbeeld van propaganda en beïnvloeding. Ik vind dan ook dat dit ongewenst is,3,5,5,5,5,Alle “aanbevolen “ artikelen komen door algoritmes,4,5,1,1,5,Ik wil zelf kunnen kiezen wat ik wel of niet lees zonder bang te zijn dat er berichten worden achter gehouden op basis van algoritmes,1,1,1,1,1,,,,,Personalisatie is eigenlijk een vorm van beïnvloeding en dus ongewenst voor een eerlijke en betrouwbare berichtgeving,2,Ik_log_alleen_in_wanneer_het_nod,15_tot_30_minuten,Nee,,66,5,5,5,5,5,,,820s,Mobile Phone,Safari 17.7.0,iOS,
861,2024-11-04 10:38:24,4,5,3,3,1,De Mijn nu.nl sectie,"Niet, want er wordt nog steeds veel te veel irrelevante artikelen getoond",5,5,5,5,5,Bij mijn weten niet,4,5,4,3,5,Voorpagina scrollen.,3,2,3,2,3,,,,,"Niet, omdat je dan teveel van hetzelfde krijgt",2,Ik_blijf_meestal_ingelogd_tijden,15_tot_30_minuten,Ja,Cookies_voor_personalisatie_van_,Oud genoeg,3,5,4,5,4,,,582s,Mobile Phone,Safari 17.6.0,iOS,
862,2024-11-04 10:38:17,1,1,1,1,1,Voorkeuren van gebruikers bevredigen,"Nee, ik wil namelijk geen voorkeuren. Ik wil mijn eigen keuzes maken passend bij mijn nieuwsgierigheid en proberen om een onafhankelijke mening te behouden",1,1,1,1,5,Weet ik niet,2,5,1,1,5,"Vrijwel altijd, ik wil blijven proberen onafhankelijke mening te vormen, dus ook nieuws wat mij niet bevalt kunnen lezen",1,2,2,2,2,,,,,Redelijk,2,Ik_log_alleen_in_wanneer_het_nod,15_tot_30_minuten,Nee,,64,4,3,2,4,3,,,814s,Mobile Phone,Samsung Browser 26.0.0,Android,
863,2024-11-04 10:36:31,1,3,3,3,3,Geen idee,Geen idee,3,5,5,5,5,Ik kan het niet herkennen,3,5,3,3,3,Teveel informatie over een bepaald onderwerp maar dat zou je ook in een aparte tab kunnen zetten.,3,1,3,3,3,,,,,Ik weet of personalisatie een verbetering is of juist zorgt voor tunnelvisie.,4,Ik_ben_altijd_ingelogd,15_tot_30_minuten,Ja,Cookies_voor_personalisatie_van_,42,4,4,3,3,3,,,452s,Mobile Phone,Firefox 132.0.0,Android,
864,2024-11-04 10:30:20,2,2,3,1,2,Alleen rubriek Voor jou,"Op basis van kliks en hoe lang ik iets lees, wordt artikel voor mij aanbevolen",4,5,5,3,4,niet,5,4,4,5,5,"Om te voorkomen, dat ik alleen maar in mijn bubble alles lees;  tegengeluiden zijn ook van belang",5,3,2,2,4,,,,,Achterklap interesseert me niet;  maar weer wel invloed van complotdenkers;,4,Ik_ben_altijd_ingelogd,30_tot_60_minuten,Ja,Alleen_noodzakelijke_cookies,71,4,5,4,5,5,,,10397s,Tablet,Chrome 0.0.0,Android,
865,2024-11-04 10:29:24,4,3,1,3,2,Alles,Nee,5,5,4,5,5,Niet,5,5,5,5,5,Als ik depressief ben moet ik dingen kunnen uitschakelen,4,4,4,4,4,,,,,Niet,4,Ik_blijf_meestal_ingelogd_tijden,15_tot_30_minuten,Weet_ik_niet,,51,4,5,5,5,5,,,338s,Mobile Phone,Chrome Mobile iOS 0.0.0,iOS,
866,2024-11-04 10:27:24,3,2,4,3,3,Weet niet,Nee,2,3,4,4,5,Een beetje,3,5,4,4,4,Niet,3,2,2,3,2,,,,,Niet,3,Ik_log_nooit_in_op_NU_nl,Minder_dan_5_minuten,Ja,Alleen_noodzakelijke_cookies,67,2,1,2,3,5,,,278s,Mobile Phone,Chrome Mobile 0.0.0,Android,
867,2024-11-04 10:25:39,3,2,4,4,4,Reclame,Proberen te achterhalen wat ik ben zodat ze reclame kunnen afstemmen,2,4,4,4,4,Denk door mijn leesgedrag,4,4,4,4,4,Als ik merk dat ik teveel in een richting wordt gestuurd,4,1,1,1,1,,,,,Nee,4,Ik_log_alleen_in_wanneer_het_nod,15_tot_30_minuten,Ja,Alle_cookies_inclusief_marketing,58,5,5,4,5,3,,,505s,Mobile Phone,Safari 18.0.1,iOS,
868,2024-11-04 10:24:32,2,2,3,4,3,geen idee,AI,4,5,5,5,5,geen idee,5,5,5,5,5,onderwerpen waar veel verschillende stanpunten over zijn. om de bias niet te versterken.,4,2,2,3,3,,,,,"voor het algemene nieuws liever geen personalisatie. voor specifiekere onderwerpen (kunst, sport) waar een voorkeur niet erg is  prima. geen voorbeeld.",4,Ik_blijf_meestal_ingelogd_tijden,15_tot_30_minuten,Weet_ik_niet,,63,5,5,5,4,5,,,379s,Mobile Phone,Safari 17.8.0,iOS,
869,2024-11-04 10:22:35,1,1,1,2,2,Geen idee,Geen idee,5,5,5,5,4,Herken ik niet,5,4,4,4,4,Bij belangrijk ander nieuws,2,2,2,2,2,,,,,Vind ik niet zo belangrijk,2,Ik_log_alleen_in_wanneer_het_nod,30_tot_60_minuten,Ja,Alleen_noodzakelijke_cookies,73,5,5,4,4,5,,,535s,Mobile Phone,Safari 17.6.0,iOS,
870,2024-11-04 10:20:46,1,2,3,2,3,Geen idee,"Geen idee, vermoedelijk op baais van eerder klikgedrag",1,1,3,1,1,Geen idee,5,3,5,4,3,"Geen gedachten hierover, mogelijkheid lijkt me relevant",4,3,3,2,4,,,,,"Redelijk belangrijk, ben daardoor sneller bij",4,Ik_ben_altijd_ingelogd,5_tot_15_minuten,Ja,Alle_cookies_inclusief_marketing,71,4,4,3,4,3,,,412s,Desktop,Safari 18.1.0,MacOSX,
